osmid,y,x,highway,street_count,ref,junction,railway,geometry
1287275263,-12.2073686,-77.0158708,,3,,,,POINT (-77.0158708 -12.2073686)
1287275275,-12.207124,-77.0171492,,3,,,,POINT (-77.0171492 -12.207124)
1287275283,-12.2074509,-77.0145835,,4,,,,POINT (-77.0145835 -12.2074509)
1287275287,-12.2030842,-77.02464,,3,,,,POINT (-77.02464 -12.2030842)
1287275289,-12.2056765,-77.0118426,,3,,,,POINT (-77.0118426 -12.2056765)
1287275303,-12.2088427,-77.0163197,,3,,,,POINT (-77.0163197 -12.2088427)
1287275304,-12.2075159,-77.0165687,,3,,,,POINT (-77.0165687 -12.2075159)
1287275306,-12.2036806,-77.0103423,,3,,,,POINT (-77.0103423 -12.2036806)
1287275307,-12.2109519,-77.0160474,,3,,,,POINT (-77.0160474 -12.2109519)
1287275310,-12.203428,-77.025644,,3,,,,POINT (-77.025644 -12.203428)
1287275313,-12.2059058,-77.010469,,3,,,,POINT (-77.010469 -12.2059058)
1287275314,-12.2043744,-77.0146493,,3,,,,POINT (-77.0146493 -12.2043744)
1287275320,-12.2054911,-77.0131559,,3,,,,POINT (-77.0131559 -12.2054911)
1287275322,-12.2085557,-77.0141134,,3,,,,POINT (-77.0141134 -12.2085557)
1287275328,-12.2041815,-77.0257213,,3,,,,POINT (-77.0257213 -12.2041815)
1287275330,-12.2056784,-77.0159547,,3,,,,POINT (-77.0159547 -12.2056784)
1287275331,-12.2100902,-77.0178372,,3,,,,POINT (-77.0178372 -12.2100902)
1287275332,-12.2091037,-77.0197758,,4,,,,POINT (-77.0197758 -12.2091037)
1287275333,-12.2105865,-77.0157512,,3,,,,POINT (-77.0157512 -12.2105865)
1287275336,-12.2043051,-77.0136021,,4,,,,POINT (-77.0136021 -12.2043051)
1287275343,-12.2031076,-77.025431,,3,,,,POINT (-77.025431 -12.2031076)
1287275345,-12.2059848,-77.0135258,,3,,,,POINT (-77.0135258 -12.2059848)
1287275347,-12.2026196,-77.0258162,,3,,,,POINT (-77.0258162 -12.2026196)
1287275350,-12.2065687,-77.0179551,,3,,,,POINT (-77.0179551 -12.2065687)
1287275357,-12.203463,-77.0249165,,3,,,,POINT (-77.0249165 -12.203463)
1287275360,-12.2029996,-77.0113244,,3,,,,POINT (-77.0113244 -12.2029996)
1287275361,-12.2024387,-77.0258315,,3,,,,POINT (-77.0258315 -12.2024387)
1287275367,-12.2085611,-77.0167238,,3,,,,POINT (-77.0167238 -12.2085611)
1287275369,-12.2089644,-77.0170233,,3,,,,POINT (-77.0170233 -12.2089644)
1287275376,-12.2053912,-77.0153609,,3,,,,POINT (-77.0153609 -12.2053912)
1287275378,-12.2033155,-77.0108754,,3,,,,POINT (-77.0108754 -12.2033155)
1287422680,-12.2009893,-77.0223487,,3,,,,POINT (-77.0223487 -12.2009893)
1300754503,-12.1918624,-77.0179539,,3,,,,POINT (-77.0179539 -12.1918624)
1300754504,-12.1931869,-77.0198581,,3,,,,POINT (-77.0198581 -12.1931869)
1300754505,-12.1936425,-77.0200032,,4,,,,POINT (-77.0200032 -12.1936425)
1300754506,-12.1928188,-77.0195488,,3,,,,POINT (-77.0195488 -12.1928188)
1300754511,-12.1951118,-77.017233,,3,,,,POINT (-77.017233 -12.1951118)
1300754512,-12.1936578,-77.0189564,,4,,,,POINT (-77.0189564 -12.1936578)
1300754513,-12.1926373,-77.0208946,,4,,,,POINT (-77.0208946 -12.1926373)
1300754514,-12.193244,-77.0187251,,4,,,,POINT (-77.0187251 -12.193244)
1300754520,-12.1911619,-77.0182764,,3,,,,POINT (-77.0182764 -12.1911619)
1300754521,-12.1922279,-77.0206661,,4,,,,POINT (-77.0206661 -12.1922279)
1319390248,-12.1243638,-77.0301526,,3,,,,POINT (-77.0301526 -12.1243638)
1319390252,-12.1242026,-77.030739,,3,,,,POINT (-77.030739 -12.1242026)
1319962128,-12.1499388,-77.0074854,,3,,,,POINT (-77.0074854 -12.1499388)
1319962138,-12.1487172,-77.0093428,,4,,,,POINT (-77.0093428 -12.1487172)
1319962140,-12.1500908,-77.0217995,,3,,,,POINT (-77.0217995 -12.1500908)
1319962142,-12.1513173,-77.0053467,,4,,,,POINT (-77.0053467 -12.1513173)
1319962145,-12.150523,-77.0065514,,3,,,,POINT (-77.0065514 -12.150523)
1335966906,-12.0936065,-77.0423502,,3,,,,POINT (-77.0423502 -12.0936065)
1348442712,-12.112357,-77.0103532,,3,,,,POINT (-77.0103532 -12.112357)
1348442714,-12.1092623,-77.0075297,,4,,,,POINT (-77.0075297 -12.1092623)
1348442717,-12.112483,-77.0103447,,4,,,,POINT (-77.0103447 -12.112483)
1348442721,-12.1106825,-77.0043758,,4,,,,POINT (-77.0043758 -12.1106825)
1348442727,-12.1123952,-77.0109543,,3,,,,POINT (-77.0109543 -12.1123952)
1348442729,-12.1114192,-77.0035787,,3,,,,POINT (-77.0035787 -12.1114192)
1348442730,-12.1120406,-77.0072863,,4,,,,POINT (-77.0072863 -12.1120406)
1348442734,-12.1125278,-77.0109456,,3,,,,POINT (-77.0109456 -12.1125278)
1348442735,-12.1117928,-77.0035463,,4,,,,POINT (-77.0035463 -12.1117928)
1348442739,-12.1119015,-77.0035382,,4,,,,POINT (-77.0035382 -12.1119015)
1349564365,-12.1043933,-76.9809905,,3,,,,POINT (-76.9809905 -12.1043933)
1351725259,-12.0952702,-76.9631972,,1,,,,POINT (-76.9631972 -12.0952702)
1354755319,-12.0707778,-77.0591334,,3,,,,POINT (-77.0591334 -12.0707778)
1354755331,-12.0734307,-77.0589415,,3,,,,POINT (-77.0589415 -12.0734307)
1355562672,-12.064256,-77.0783232,traffic_signals,4,,,,POINT (-77.0783232 -12.064256)
1355562707,-12.0606615,-77.080323,,3,,,,POINT (-77.080323 -12.0606615)
1368340888,-12.065817,-77.0950333,,4,,,,POINT (-77.0950333 -12.065817)
1368361981,-12.0649395,-77.0967351,,4,,,,POINT (-77.0967351 -12.0649395)
1371263278,-12.0665217,-77.0962323,,4,,,,POINT (-77.0962323 -12.0665217)
1374123011,-12.12253,-76.9851158,,3,,,,POINT (-76.9851158 -12.12253)
1383604880,-12.081038,-76.9006091,,4,,,,POINT (-76.9006091 -12.081038)
1383604882,-12.0810454,-76.9054376,,3,,,,POINT (-76.9054376 -12.0810454)
1383604883,-12.0823911,-76.9053385,,3,,,,POINT (-76.9053385 -12.0823911)
1395088616,-12.148512,-76.9878192,,3,,,,POINT (-76.9878192 -12.148512)
1395088641,-12.1463336,-76.9894799,,4,,,,POINT (-76.9894799 -12.1463336)
1395088646,-12.149133,-76.9915281,,3,,,,POINT (-76.9915281 -12.149133)
1395093756,-12.1466967,-76.9899719,,4,,,,POINT (-76.9899719 -12.1466967)
1395093758,-12.1471681,-76.9896157,,3,,,,POINT (-76.9896157 -12.1471681)
1396409142,-12.0683336,-77.0659528,,2,,,,POINT (-77.0659528 -12.0683336)
1399076796,-12.0720565,-77.0514397,traffic_signals,4,,,,POINT (-77.0514397 -12.0720565)
1399076831,-12.0693897,-77.0527591,,3,,,,POINT (-77.0527591 -12.0693897)
1399076840,-12.0706663,-77.0544135,,3,,,,POINT (-77.0544135 -12.0706663)
1399076843,-12.0707145,-77.0540873,,3,,,,POINT (-77.0540873 -12.0707145)
1399076844,-12.0706762,-77.0537655,,4,,,,POINT (-77.0537655 -12.0706762)
1399076862,-12.0718727,-77.0542995,,3,,,,POINT (-77.0542995 -12.0718727)
1399076899,-12.0691708,-77.0548594,,3,,,,POINT (-77.0548594 -12.0691708)
1399076931,-12.0707132,-77.0566506,,3,,,,POINT (-77.0566506 -12.0707132)
1399076934,-12.0705448,-77.0557602,,3,,,,POINT (-77.0557602 -12.0705448)
1399076946,-12.0696639,-77.0559337,,3,,,,POINT (-77.0559337 -12.0696639)
1399076983,-12.0718509,-77.0565288,,3,,,,POINT (-77.0565288 -12.0718509)
1403237260,-12.0689618,-77.0950572,,3,,,,POINT (-77.0950572 -12.0689618)
1403237263,-12.0684322,-77.0925001,,3,,,,POINT (-77.0925001 -12.0684322)
1403237264,-12.0658175,-77.0952323,,4,,,,POINT (-77.0952323 -12.0658175)
1403237266,-12.0683244,-77.0929964,,3,,,,POINT (-77.0929964 -12.0683244)
1403237267,-12.0687478,-77.0911876,,3,,,,POINT (-77.0911876 -12.0687478)
1403237269,-12.0695225,-77.0951256,crossing,3,,,,POINT (-77.0951256 -12.0695225)
1403237276,-12.0651166,-77.0965464,,4,,,,POINT (-77.0965464 -12.0651166)
1403237279,-12.0686086,-77.0917123,,3,,,,POINT (-77.0917123 -12.0686086)
1405227784,-12.1500884,-77.0201722,,2,,,,POINT (-77.0201722 -12.1500884)
1405227789,-12.100263,-77.0266803,,2,,,,POINT (-77.0266803 -12.100263)
1405227802,-12.1581068,-77.0188311,,3,,,,POINT (-77.0188311 -12.1581068)
1405227825,-12.1453335,-77.0191494,,4,,,,POINT (-77.0191494 -12.1453335)
1405227840,-12.1343401,-77.0201609,,3,,,,POINT (-77.0201609 -12.1343401)
1405227860,-12.1477713,-77.0200566,,4,,,,POINT (-77.0200566 -12.1477713)
1408094797,-12.1950958,-77.0132911,,3,,,,POINT (-77.0132911 -12.1950958)
1408094798,-12.2036743,-77.009678,,3,,,,POINT (-77.009678 -12.2036743)
1408094801,-12.1897893,-77.0190373,,3,,,,POINT (-77.0190373 -12.1897893)
1408094806,-12.1970234,-77.0207586,,4,,,,POINT (-77.0207586 -12.1970234)
1408094811,-12.1907825,-77.0169369,,3,,,,POINT (-77.0169369 -12.1907825)
1408094813,-12.1927419,-77.0068933,,3,,,,POINT (-77.0068933 -12.1927419)
1408094814,-12.2020954,-77.0126529,,3,,,,POINT (-77.0126529 -12.2020954)
1408094817,-12.1910631,-77.0177492,,3,,,,POINT (-77.0177492 -12.1910631)
1408094819,-12.1898678,-77.0183351,,3,,,,POINT (-77.0183351 -12.1898678)
1408094820,-12.1888614,-77.0106564,,3,,,,POINT (-77.0106564 -12.1888614)
1408094822,-12.1997826,-77.0131968,,3,,,,POINT (-77.0131968 -12.1997826)
1408094829,-12.1979452,-77.0123886,,3,,,,POINT (-77.0123886 -12.1979452)
1408094839,-12.1899256,-77.0178981,,3,,,,POINT (-77.0178981 -12.1899256)
1408094840,-12.1905165,-77.0188737,,3,,,,POINT (-77.0188737 -12.1905165)
1408094841,-12.1994184,-77.0168143,,4,,,,POINT (-77.0168143 -12.1994184)
1408094842,-12.1945303,-77.023545,,4,,,,POINT (-77.023545 -12.1945303)
1408094844,-12.1916577,-77.0165637,,3,,,,POINT (-77.0165637 -12.1916577)
1408094845,-12.1957817,-77.0234584,,3,,,,POINT (-77.0234584 -12.1957817)
1408094848,-12.1945185,-77.0048304,,3,,,,POINT (-77.0048304 -12.1945185)
1408094853,-12.1984732,-77.0149518,,3,,,,POINT (-77.0149518 -12.1984732)
1408094860,-12.1908582,-77.0187968,,3,,,,POINT (-77.0187968 -12.1908582)
1408094864,-12.198943,-77.0072216,,3,,,,POINT (-77.0072216 -12.198943)
1408094865,-12.1887972,-77.0182213,,3,,,,POINT (-77.0182213 -12.1887972)
1408094870,-12.1962326,-77.0184214,,4,,,,POINT (-77.0184214 -12.1962326)
1408094874,-12.1989161,-77.0125704,,3,,,,POINT (-77.0125704 -12.1989161)
1408094886,-12.1987709,-77.0177082,,4,,,,POINT (-77.0177082 -12.1987709)
1408094889,-12.194327,-77.0231164,,4,,,,POINT (-77.0231164 -12.194327)
1408094894,-12.1922795,-77.0170847,,3,,,,POINT (-77.0170847 -12.1922795)
1408094916,-12.2006282,-77.0115279,,3,,,,POINT (-77.0115279 -12.2006282)
1408094920,-12.1991141,-77.0275203,,3,,,,POINT (-77.0275203 -12.1991141)
1408094924,-12.199325,-77.0153765,,4,,,,POINT (-77.0153765 -12.199325)
1408094935,-12.1950441,-77.0217137,,4,,,,POINT (-77.0217137 -12.1950441)
1408094936,-12.1974223,-77.0114975,,3,,,,POINT (-77.0114975 -12.1974223)
1408094946,-12.2016122,-77.0123223,,3,,,,POINT (-77.0123223 -12.2016122)
1408094953,-12.1882927,-77.011517,,3,,,,POINT (-77.011517 -12.1882927)
1408094964,-12.1915463,-77.0189541,,3,,,,POINT (-77.0189541 -12.1915463)
1408094966,-12.1952508,-77.0221459,,3,,,,POINT (-77.0221459 -12.1952508)
1408094967,-12.19751,-77.0205256,,4,,,,POINT (-77.0205256 -12.19751)
1408094968,-12.1948725,-77.0096948,,3,,,,POINT (-77.0096948 -12.1948725)
1408094969,-12.1930853,-77.0168052,,3,,,,POINT (-77.0168052 -12.1930853)
1408094974,-12.2037659,-77.0086393,,3,,,,POINT (-77.0086393 -12.2037659)
1408094982,-12.1963585,-77.0052049,,3,,,,POINT (-77.0052049 -12.1963585)
1408094985,-12.1973597,-76.9994062,traffic_signals,4,,,,POINT (-76.9994062 -12.1973597)
1408094992,-12.1934418,-77.0112922,,3,,,,POINT (-77.0112922 -12.1934418)
1408094993,-12.19516,-77.0054947,,3,,,,POINT (-77.0054947 -12.19516)
1408094995,-12.1920371,-77.0128316,,3,,,,POINT (-77.0128316 -12.1920371)
1408095004,-12.1899603,-77.0178842,,3,,,,POINT (-77.0178842 -12.1899603)
1408095005,-12.2007495,-77.0164022,,3,,,,POINT (-77.0164022 -12.2007495)
1408095010,-12.196052,-77.0238434,,4,,,,POINT (-77.0238434 -12.196052)
1408095014,-12.1973141,-77.0102311,,3,,,,POINT (-77.0102311 -12.1973141)
1408095023,-12.1992354,-77.0068607,,3,,,,POINT (-77.0068607 -12.1992354)
1408095025,-12.1954491,-77.0225661,,4,,,,POINT (-77.0225661 -12.1954491)
1408095026,-12.202379,-77.0122221,,3,,,,POINT (-77.0122221 -12.202379)
1408095032,-12.2004939,-77.0137394,,3,,,,POINT (-77.0137394 -12.2004939)
1408095033,-12.2021426,-77.0107432,,3,,,,POINT (-77.0107432 -12.2021426)
1408095041,-12.1947183,-77.0019859,,3,,,,POINT (-77.0019859 -12.1947183)
1408095046,-12.1906367,-77.0162219,,4,,,,POINT (-77.0162219 -12.1906367)
1408095047,-12.1909559,-77.0174104,,3,,,,POINT (-77.0174104 -12.1909559)
1408095050,-12.1909289,-77.0200883,,3,,,,POINT (-77.0200883 -12.1909289)
1408095053,-12.1984092,-77.0193295,,1,,,,POINT (-77.0193295 -12.1984092)
1408095054,-12.1941223,-77.0226848,,4,,,,POINT (-77.0226848 -12.1941223)
1408095055,-12.1913953,-77.0160407,,3,,,,POINT (-77.0160407 -12.1913953)
1408095064,-12.1911833,-77.0122423,,3,,,,POINT (-77.0122423 -12.1911833)
1408095070,-12.1912757,-77.0204752,,3,,,,POINT (-77.0204752 -12.1912757)
1408095073,-12.1919446,-77.0191738,,3,,,,POINT (-77.0191738 -12.1919446)
1408095074,-12.2026877,-77.0117891,,3,,,,POINT (-77.0117891 -12.2026877)
1408095077,-12.197251,-77.0061385,,4,,,,POINT (-77.0061385 -12.197251)
1408095078,-12.1935435,-77.0156406,,4,,,,POINT (-77.0156406 -12.1935435)
1408095083,-12.1888413,-77.0147769,,4,,,,POINT (-77.0147769 -12.1888413)
1408095094,-12.1930018,-77.0122542,,3,,,,POINT (-77.0122542 -12.1930018)
1408095098,-12.1998496,-77.0070997,,3,,,,POINT (-77.0070997 -12.1998496)
1408095100,-12.1919879,-77.0172256,,3,,,,POINT (-77.0172256 -12.1919879)
1408095104,-12.1933157,-77.0073653,,3,,,,POINT (-77.0073653 -12.1933157)
1408095105,-12.1924248,-77.0170183,,3,,,,POINT (-77.0170183 -12.1924248)
1408095106,-12.2006535,-77.0136949,,3,,,,POINT (-77.0136949 -12.2006535)
1408095107,-12.2020494,-77.0081741,,3,,,,POINT (-77.0081741 -12.2020494)
1408095109,-12.1991006,-77.0080507,,3,,,,POINT (-77.0080507 -12.1991006)
1408095110,-12.2042094,-77.0092677,,3,,,,POINT (-77.0092677 -12.2042094)
1408095113,-12.198333,-77.0217238,,3,,,,POINT (-77.0217238 -12.198333)
1408095123,-12.1967973,-77.0224486,,4,,,,POINT (-77.0224486 -12.1967973)
1408095129,-12.195449,-77.0126882,,3,,,,POINT (-77.0126882 -12.195449)
1408095133,-12.1900903,-77.0149514,,3,,,,POINT (-77.0149514 -12.1900903)
1408095137,-12.1900566,-77.018293,,3,,,,POINT (-77.018293 -12.1900566)
1408095141,-12.1970215,-77.0121514,,3,,,,POINT (-77.0121514 -12.1970215)
1408095142,-12.1930308,-77.0139921,,3,,,,POINT (-77.0139921 -12.1930308)
1408095144,-12.1985633,-77.0148292,,3,,,,POINT (-77.0148292 -12.1985633)
1408095145,-12.1943537,-77.0119194,,3,,,,POINT (-77.0119194 -12.1943537)
1408095146,-12.1910883,-77.0187341,,3,,,,POINT (-77.0187341 -12.1910883)
1408095152,-12.1939171,-77.0222558,,4,,,,POINT (-77.0222558 -12.1939171)
1408095153,-12.1934625,-77.0125797,,3,,,,POINT (-77.0125797 -12.1934625)
1408095155,-12.1939768,-77.0026996,,4,,,,POINT (-77.0026996 -12.1939768)
1408095156,-12.201237,-77.0307374,,3,,,,POINT (-77.0307374 -12.201237)
1408095164,-12.196183,-77.0243054,,3,,,,POINT (-77.0243054 -12.196183)
1408095169,-12.1935442,-77.0070004,,4,,,,POINT (-77.0070004 -12.1935442)
1408095171,-12.1955775,-77.0230282,,3,,,,POINT (-77.0230282 -12.1955775)
1408095176,-12.1936936,-77.0154614,,4,,,,POINT (-77.0154614 -12.1936936)
1408095178,-12.1987105,-77.0211048,,3,,,,POINT (-77.0211048 -12.1987105)
1408095181,-12.2032135,-77.0092628,,4,,,,POINT (-77.0092628 -12.2032135)
1408095182,-12.2008013,-77.0095909,,3,,,,POINT (-77.0095909 -12.2008013)
1408095183,-12.1892957,-77.0184627,,3,,,,POINT (-77.0184627 -12.1892957)
1408095191,-12.1980479,-77.01555,,3,,,,POINT (-77.01555 -12.1980479)
1408095199,-12.2008779,-77.0165079,,3,,,,POINT (-77.0165079 -12.2008779)
1408095201,-12.1995326,-77.0075159,,3,,,,POINT (-77.0075159 -12.1995326)
1408095202,-12.1924386,-77.0130918,,3,,,,POINT (-77.0130918 -12.1924386)
1408095214,-12.2000842,-77.0159247,,4,,,,POINT (-77.0159247 -12.2000842)
1408095217,-12.1906104,-77.0197598,,3,,,,POINT (-77.0197598 -12.1906104)
1408095222,-12.1981572,-77.0120241,,3,,,,POINT (-77.0120241 -12.1981572)
1408095225,-12.1991193,-77.0125833,traffic_signals,4,,,,POINT (-77.0125833 -12.1991193)
1408095226,-12.1915943,-77.0174663,,4,,,,POINT (-77.0174663 -12.1915943)
1408095232,-12.1940471,-77.0117101,,3,,,,POINT (-77.0117101 -12.1940471)
1408095244,-12.1988935,-77.0271103,,3,,,,POINT (-77.0271103 -12.1988935)
1408095246,-12.1986806,-77.0048148,,4,,,,POINT (-77.0048148 -12.1986806)
1408095247,-12.1903197,-77.0182343,,3,,,,POINT (-77.0182343 -12.1903197)
1408095263,-12.1938862,-77.0041591,,3,,,,POINT (-77.0041591 -12.1938862)
1408095268,-12.1906721,-77.0181557,,3,,,,POINT (-77.0181557 -12.1906721)
1408095274,-12.2026535,-77.0152959,,3,,,,POINT (-77.0152959 -12.2026535)
1408095275,-12.1967317,-77.0108473,traffic_signals,4,,,,POINT (-77.0108473 -12.1967317)
1408095278,-12.189639,-77.018388,,3,,,,POINT (-77.018388 -12.189639)
1408095279,-12.1937353,-77.0127702,,3,,,,POINT (-77.0127702 -12.1937353)
1408095288,-12.1979789,-77.011757,,3,,,,POINT (-77.011757 -12.1979789)
1408095289,-12.1978874,-77.0232464,,4,,,,POINT (-77.0232464 -12.1978874)
1408095302,-12.1947311,-77.0239685,,4,,,,POINT (-77.0239685 -12.1947311)
1408095305,-12.1998906,-77.0296666,,3,,,,POINT (-77.0296666 -12.1998906)
1408095307,-12.1987696,-77.0216998,,3,,,,POINT (-77.0216998 -12.1987696)
1408095310,-12.1991435,-77.0140738,,3,,,,POINT (-77.0140738 -12.1991435)
1408095311,-12.1894359,-77.0190999,,3,,,,POINT (-77.0190999 -12.1894359)
1408095316,-12.1912686,-77.0167535,,3,,,,POINT (-77.0167535 -12.1912686)
1408095318,-12.1943796,-77.0143895,,3,,,,POINT (-77.0143895 -12.1943796)
1408095324,-12.2013188,-77.0169003,,3,,,,POINT (-77.0169003 -12.2013188)
1408095333,-12.2005134,-77.0178262,,3,,,,POINT (-77.0178262 -12.2005134)
1408095336,-12.2001582,-77.0173169,,3,,,,POINT (-77.0173169 -12.2001582)
1408095338,-12.1927803,-77.0080954,traffic_signals,4,,,,POINT (-77.0080954 -12.1927803)
1408095341,-12.1977609,-77.0126897,,3,,,,POINT (-77.0126897 -12.1977609)
1408095347,-12.1897612,-77.0179636,,3,,,,POINT (-77.0179636 -12.1897612)
1408095349,-12.1886823,-77.0178647,,4,,,,POINT (-77.0178647 -12.1886823)
1408095350,-12.1916063,-77.0208442,,3,,,,POINT (-77.0208442 -12.1916063)
1408095351,-12.2012506,-77.0142845,,3,,,,POINT (-77.0142845 -12.2012506)
1408095355,-12.1926732,-77.0169123,,3,,,,POINT (-77.0169123 -12.1926732)
1408095359,-12.19355,-77.006878,,3,,,,POINT (-77.006878 -12.19355)
1408095366,-12.1997696,-77.011692,,3,,,,POINT (-77.011692 -12.1997696)
1408095379,-12.1950063,-77.0096877,,3,,,,POINT (-77.0096877 -12.1950063)
1408095382,-12.2020394,-77.0148527,,3,,,,POINT (-77.0148527 -12.2020394)
1408095390,-12.1994331,-77.0121012,,3,,,,POINT (-77.0121012 -12.1994331)
1408095396,-12.198848,-77.005634,,4,,,,POINT (-77.005634 -12.198848)
1408095404,-12.1898001,-77.0175077,,3,,,,POINT (-77.0175077 -12.1898001)
1408095405,-12.2016404,-77.0103153,,3,,,,POINT (-77.0103153 -12.2016404)
1408202457,-12.1934614,-77.0219514,,3,,,,POINT (-77.0219514 -12.1934614)
1408202458,-12.1896889,-77.0193895,,1,,,,POINT (-77.0193895 -12.1896889)
1408202459,-12.1929156,-77.0213497,,3,,,,POINT (-77.0213497 -12.1929156)
1409885111,-12.0645377,-77.0794596,,3,,,,POINT (-77.0794596 -12.0645377)
1409885118,-12.0619128,-77.0825981,,3,,,,POINT (-77.0825981 -12.0619128)
1409885120,-12.0637986,-77.083667,,3,,,,POINT (-77.083667 -12.0637986)
1409885123,-12.0620806,-77.0825635,,3,,,,POINT (-77.0825635 -12.0620806)
1409885124,-12.0626226,-77.0831373,,3,,,,POINT (-77.0831373 -12.0626226)
1409885125,-12.0628942,-77.0849056,,3,,,,POINT (-77.0849056 -12.0628942)
1409885126,-12.0624415,-77.0849747,,3,,,,POINT (-77.0849747 -12.0624415)
1409885134,-12.0624748,-77.0867764,,3,,,,POINT (-77.0867764 -12.0624748)
1409885140,-12.063875,-77.0822001,,3,,,,POINT (-77.0822001 -12.063875)
1409885145,-12.0635927,-77.084164,,3,,,,POINT (-77.084164 -12.0635927)
1409885147,-12.0637434,-77.0851862,,3,,,,POINT (-77.0851862 -12.0637434)
1409885149,-12.0647995,-77.0855926,,3,,,,POINT (-77.0855926 -12.0647995)
1409885150,-12.0644317,-77.0854317,,3,,,,POINT (-77.0854317 -12.0644317)
1409885152,-12.0643574,-77.0868053,,3,,,,POINT (-77.0868053 -12.0643574)
1409885155,-12.0614503,-77.0865346,,3,,,,POINT (-77.0865346 -12.0614503)
1409885159,-12.0646336,-77.0859706,,4,,,,POINT (-77.0859706 -12.0646336)
1409885160,-12.0649949,-77.0852113,,1,,,,POINT (-77.0852113 -12.0649949)
1412831598,-12.1314178,-76.9773129,,3,,,,POINT (-76.9773129 -12.1314178)
1412831608,-12.1321415,-76.9782575,,3,,,,POINT (-76.9782575 -12.1321415)
1412831609,-12.1321462,-76.9775931,,3,,,,POINT (-76.9775931 -12.1321462)
1412831624,-12.133514,-76.9787788,,3,,,,POINT (-76.9787788 -12.133514)
1412831626,-12.1337177,-76.9781926,,4,,,,POINT (-76.9781926 -12.1337177)
1412831631,-12.1339254,-76.976973,,3,,,,POINT (-76.976973 -12.1339254)
1412831632,-12.1339608,-76.9775591,,4,,,,POINT (-76.9775591 -12.1339608)
1412831635,-12.1343194,-76.9775197,,3,,,,POINT (-76.9775197 -12.1343194)
1412831649,-12.1353157,-76.9794912,,3,,,,POINT (-76.9794912 -12.1353157)
1412831651,-12.1354362,-76.9795375,,3,,,,POINT (-76.9795375 -12.1354362)
1412831652,-12.1355498,-76.9789009,,3,,,,POINT (-76.9789009 -12.1355498)
1412831654,-12.1356734,-76.9789515,,3,,,,POINT (-76.9789515 -12.1356734)
1412831658,-12.1357642,-76.9783557,,3,,,,POINT (-76.9783557 -12.1357642)
1412831660,-12.135893,-76.9784089,,3,,,,POINT (-76.9784089 -12.135893)
1412831675,-12.1368242,-76.976711,,3,,,,POINT (-76.976711 -12.1368242)
1412831677,-12.136923,-76.9800452,,3,,,,POINT (-76.9800452 -12.136923)
1412831684,-12.137112,-76.9794717,,4,,,,POINT (-76.9794717 -12.137112)
1412831686,-12.1371475,-76.9755171,,3,,,,POINT (-76.9755171 -12.1371475)
1412831689,-12.1371644,-76.975944,,4,,,,POINT (-76.975944 -12.1371644)
1412831694,-12.1372745,-76.9788731,,4,,,,POINT (-76.9788731 -12.1372745)
1412831702,-12.1373663,-76.9765154,,4,,,,POINT (-76.9765154 -12.1373663)
1412831725,-12.1379347,-76.9763052,,3,,,,POINT (-76.9763052 -12.1379347)
1412831726,-12.1379615,-76.9790269,,3,,,,POINT (-76.9790269 -12.1379615)
1412831734,-12.1380524,-76.9751745,,3,,,,POINT (-76.9751745 -12.1380524)
1412831738,-12.1382061,-76.97555,,4,,,,POINT (-76.97555 -12.1382061)
1412831744,-12.138353,-76.9759298,,3,,,,POINT (-76.9759298 -12.138353)
1412831750,-12.1384277,-76.9761229,,3,,,,POINT (-76.9761229 -12.1384277)
1412831751,-12.1384299,-76.9803241,,2,,,,POINT (-76.9803241 -12.1384299)
1412831762,-12.1385229,-76.9779738,,3,,,,POINT (-76.9779738 -12.1385229)
1412831769,-12.1386016,-76.9791422,,3,,,,POINT (-76.9791422 -12.1386016)
1412831786,-12.1388913,-76.9774202,,3,,,,POINT (-76.9774202 -12.1388913)
1412831798,-12.1390259,-76.9778672,,3,,,,POINT (-76.9778672 -12.1390259)
1412884972,-12.1304006,-76.9803288,crossing,3,,,,POINT (-76.9803288 -12.1304006)
1412884982,-12.1310196,-76.9805617,,3,,,,POINT (-76.9805617 -12.1310196)
1412885037,-12.1345623,-76.9825211,,3,,,,POINT (-76.9825211 -12.1345623)
1412885051,-12.1351002,-76.9811174,,3,,,,POINT (-76.9811174 -12.1351002)
1412885055,-12.1355913,-76.9812861,,3,,,,POINT (-76.9812861 -12.1355913)
1412885059,-12.1361156,-76.9814633,,4,,,,POINT (-76.9814633 -12.1361156)
1412885066,-12.1375532,-76.9818288,,3,,,,POINT (-76.9818288 -12.1375532)
1412885071,-12.138048,-76.981931,,4,,,,POINT (-76.981931 -12.138048)
1412885073,-12.1381294,-76.9814431,,4,,,,POINT (-76.9814431 -12.1381294)
1414370182,-12.1312812,-76.9882367,,3,,,,POINT (-76.9882367 -12.1312812)
1414370186,-12.1317467,-76.988404,,3,,,,POINT (-76.988404 -12.1317467)
1414370190,-12.1319284,-76.9879267,,3,,,,POINT (-76.9879267 -12.1319284)
1414370199,-12.1322374,-76.985672,,3,,,,POINT (-76.985672 -12.1322374)
1414370203,-12.1327849,-76.9858215,,3,,,,POINT (-76.9858215 -12.1327849)
1414370212,-12.1331614,-76.9848386,,3,,,,POINT (-76.9848386 -12.1331614)
1414370216,-12.1333504,-76.984345,,3,,,,POINT (-76.984345 -12.1333504)
1414370219,-12.1335295,-76.9838774,,3,,,,POINT (-76.9838774 -12.1335295)
