osmid,y,x,highway,street_count,ref,junction,railway,geometry
263411156,-12.0730311,-77.0405403,,3,,,,POINT (-77.0405403 -12.0730311)
263411199,-12.0792885,-77.0325229,,3,,,,POINT (-77.0325229 -12.0792885)
263412788,-12.0671545,-77.0380978,,3,,,,POINT (-77.0380978 -12.0671545)
263612200,-12.1281057,-77.0347413,,3,,,,POINT (-77.0347413 -12.1281057)
263612203,-12.1269783,-77.0342018,,3,,,,POINT (-77.0342018 -12.1269783)
263612205,-12.1261587,-77.0336427,,3,,,,POINT (-77.0336427 -12.1261587)
263612211,-12.1238287,-77.0323992,traffic_signals,4,,,,POINT (-77.0323992 -12.1238287)
263613076,-12.122143,-77.025855,,3,,,,POINT (-77.025855 -12.122143)
263613248,-12.1199215,-77.0259582,,3,,,,POINT (-77.0259582 -12.1199215)
263613469,-12.1204238,-77.0257637,,3,,,,POINT (-77.0257637 -12.1204238)
263613997,-12.1223774,-77.0284468,,3,,,,POINT (-77.0284468 -12.1223774)
263613998,-12.122075,-77.0252087,traffic_signals,4,,,,POINT (-77.0252087 -12.122075)
263614506,-12.1214226,-77.0283639,,4,,,,POINT (-77.0283639 -12.1214226)
263614508,-12.1212834,-77.025457,,3,,,,POINT (-77.025457 -12.1212834)
263614686,-12.120852,-77.0283296,,1,,,,POINT (-77.0283296 -12.120852)
263615503,-12.1182893,-77.0267059,,4,,,,POINT (-77.0267059 -12.1182893)
263615504,-12.1174946,-77.0266986,,4,,,,POINT (-77.0266986 -12.1174946)
263615773,-12.1182956,-77.026277,,3,,,,POINT (-77.026277 -12.1182956)
263615774,-12.1182856,-77.0274332,,4,,,,POINT (-77.0274332 -12.1182856)
263615940,-12.1174935,-77.0274199,,3,,,,POINT (-77.0274199 -12.1174935)
263615993,-12.1174964,-77.0264028,,4,,,,POINT (-77.0264028 -12.1174964)
263617505,-12.1266235,-77.0162095,,4,,,,POINT (-77.0162095 -12.1266235)
263617507,-12.126996,-77.0138129,,4,,,,POINT (-77.0138129 -12.126996)
263617509,-12.1271513,-77.0128245,traffic_signals,3,,,,POINT (-77.0128245 -12.1271513)
263617510,-12.1273488,-77.0115594,,3,,,,POINT (-77.0115594 -12.1273488)
263617511,-12.1274979,-77.0106044,,3,,,,POINT (-77.0106044 -12.1274979)
263617512,-12.127654,-77.0096043,traffic_signals,4,,,,POINT (-77.0096043 -12.127654)
263617513,-12.1276724,-77.0094741,traffic_signals,4,,,,POINT (-77.0094741 -12.1276724)
263617514,-12.1277623,-77.0088905,,3,,,,POINT (-77.0088905 -12.1277623)
263617519,-12.1285523,-77.0039861,,3,,,,POINT (-77.0039861 -12.1285523)
263617521,-12.1286337,-77.0034966,,3,,,,POINT (-77.0034966 -12.1286337)
263618179,-12.1262362,-77.024399,,3,,,,POINT (-77.024399 -12.1262362)
263618180,-12.1260998,-77.025262,,3,,,,POINT (-77.025262 -12.1260998)
263618181,-12.1259901,-77.0259718,,4,,,,POINT (-77.0259718 -12.1259901)
263618648,-12.1272838,-77.0250072,,2,,,,POINT (-77.0250072 -12.1272838)
263619218,-12.1338661,-77.0253079,,3,,,,POINT (-77.0253079 -12.1338661)
263619423,-12.1323042,-77.0267994,,4,,,,POINT (-77.0267994 -12.1323042)
263619426,-12.1297207,-77.0264724,,3,,,,POINT (-77.0264724 -12.1297207)
263619470,-12.1312865,-77.0260295,,3,,,,POINT (-77.0260295 -12.1312865)
263620409,-12.127509,-77.0235747,,3,,,,POINT (-77.0235747 -12.127509)
263621040,-12.1306491,-77.0236887,,3,,,,POINT (-77.0236887 -12.1306491)
263621041,-12.1338909,-77.0234348,,3,,,,POINT (-77.0234348 -12.1338909)
263621934,-12.1369635,-77.0226785,,3,,,,POINT (-77.0226785 -12.1369635)
263621936,-12.1395012,-77.0223782,,4,,,,POINT (-77.0223782 -12.1395012)
263621937,-12.1403926,-77.0223137,,4,,,,POINT (-77.0223137 -12.1403926)
263622404,-12.141151,-77.0221578,,4,,,,POINT (-77.0221578 -12.141151)
263622407,-12.1394901,-77.0222574,,4,,,,POINT (-77.0222574 -12.1394901)
263622408,-12.1392624,-77.0222735,,3,,,,POINT (-77.0222735 -12.1392624)
263622411,-12.1386361,-77.0223211,,3,,,,POINT (-77.0223211 -12.1386361)
263622412,-12.1378485,-77.0224057,traffic_signals,4,,,,POINT (-77.0224057 -12.1378485)
263622413,-12.1370724,-77.0225388,,3,,,,POINT (-77.0225388 -12.1370724)
263622414,-12.1358543,-77.0227477,,4,,,,POINT (-77.0227477 -12.1358543)
263622419,-12.1336522,-77.0232955,,3,,,,POINT (-77.0232955 -12.1336522)
263622420,-12.1326864,-77.0233622,,3,,,,POINT (-77.0233622 -12.1326864)
263622421,-12.1306151,-77.0235368,,3,,,,POINT (-77.0235368 -12.1306151)
263622756,-12.1309999,-77.0250174,,3,,,,POINT (-77.0250174 -12.1309999)
263622836,-12.1304182,-77.0227252,,3,,,,POINT (-77.0227252 -12.1304182)
263622942,-12.132323,-77.02203,,3,,,,POINT (-77.02203 -12.132323)
263622943,-12.1324938,-77.0225952,,3,,,,POINT (-77.0225952 -12.1324938)
263623012,-12.1333848,-77.0223512,,3,,,,POINT (-77.0223512 -12.1333848)
263623013,-12.1344013,-77.0220462,,3,,,,POINT (-77.0220462 -12.1344013)
263623147,-12.1346871,-77.0225744,,3,,,,POINT (-77.0225744 -12.1346871)
263623187,-12.1335358,-77.0228966,,3,,,,POINT (-77.0228966 -12.1335358)
263624804,-12.1300917,-77.021602,,4,,,,POINT (-77.021602 -12.1300917)
263625297,-12.1300264,-77.0216222,,4,,,,POINT (-77.0216222 -12.1300264)
263626515,-12.1287315,-76.9982206,,3,,,,POINT (-76.9982206 -12.1287315)
263626516,-12.1287249,-76.9980727,,3,,,,POINT (-76.9980727 -12.1287249)
263627079,-12.1283294,-77.0010908,,3,,,,POINT (-77.0010908 -12.1283294)
263627085,-12.1285806,-77.0006076,,3,,,,POINT (-77.0006076 -12.1285806)
263627086,-12.1286981,-77.0005559,,3,,,,POINT (-77.0005559 -12.1286981)
263627088,-12.1289565,-77.0005491,,3,,,,POINT (-77.0005491 -12.1289565)
263627090,-12.1291297,-77.0006273,,3,,,,POINT (-77.0006273 -12.1291297)
263627092,-12.1293411,-77.0009527,,3,,,,POINT (-77.0009527 -12.1293411)
263627096,-12.1292208,-77.0014082,,3,,,,POINT (-77.0014082 -12.1292208)
263627098,-12.1290406,-77.0015401,,3,,,,POINT (-77.0015401 -12.1290406)
263627099,-12.1286871,-77.0015581,traffic_signals,3,,,,POINT (-77.0015581 -12.1286871)
263627100,-12.128562,-77.001498,,3,,,,POINT (-77.001498 -12.128562)
263627791,-12.1283679,-77.0041514,,3,,,,POINT (-77.0041514 -12.1283679)
263628620,-12.1285942,-76.9980689,,4,,,,POINT (-76.9980689 -12.1285942)
263628771,-12.1286819,-76.9994091,,3,,,,POINT (-76.9994091 -12.1286819)
263628772,-12.1287206,-76.9999399,,3,,,,POINT (-76.9999399 -12.1287206)
263629390,-12.1284076,-77.003827,,3,,,,POINT (-77.003827 -12.1284076)
263630418,-12.1282002,-77.0052908,,3,,,,POINT (-77.0052908 -12.1282002)
263630419,-12.1281248,-77.0057807,,3,,,,POINT (-77.0057807 -12.1281248)
263630420,-12.1280314,-77.0063178,,3,,,,POINT (-77.0063178 -12.1280314)
263630421,-12.1277791,-77.0079902,,3,,,,POINT (-77.0079902 -12.1277791)
263630423,-12.1275516,-77.0094494,traffic_signals,4,,,,POINT (-77.0094494 -12.1275516)
263630424,-12.1275322,-77.0095791,traffic_signals,4,,,,POINT (-77.0095791 -12.1275322)
263630425,-12.1270315,-77.0128112,traffic_signals,4,,,,POINT (-77.0128112 -12.1270315)
263630427,-12.1267592,-77.0146207,,4,,,,POINT (-77.0146207 -12.1267592)
263630428,-12.1265109,-77.0161895,,4,,,,POINT (-77.0161895 -12.1265109)
263630429,-12.1263292,-77.017302,,4,,,,POINT (-77.017302 -12.1263292)
263630430,-12.1260884,-77.0189541,,4,,,,POINT (-77.0189541 -12.1260884)
263630431,-12.1258688,-77.0202603,,4,,,,POINT (-77.0202603 -12.1258688)
263630432,-12.1257448,-77.0210605,,4,,,,POINT (-77.0210605 -12.1257448)
263630433,-12.12559,-77.0220149,,5,,,,POINT (-77.0220149 -12.12559)
263630434,-12.1254548,-77.0230098,,4,,,,POINT (-77.0230098 -12.1254548)
263630435,-12.1254303,-77.0231767,,4,,,,POINT (-77.0231767 -12.1254303)
263630437,-12.1253233,-77.0239234,traffic_signals,4,,,,POINT (-77.0239234 -12.1253233)
263630442,-12.1248229,-77.0268959,traffic_signals,4,,,,POINT (-77.0268959 -12.1248229)
263630443,-12.1246811,-77.027924,traffic_signals,4,,,,POINT (-77.027924 -12.1246811)
263630444,-12.1244797,-77.0293857,traffic_signals,4,,,,POINT (-77.0293857 -12.1244797)
263631691,-12.1356076,-77.017924,crossing,3,,,,POINT (-77.017924 -12.1356076)
263631693,-12.135665,-77.0184188,motorway_junction,3,1,,,POINT (-77.0184188 -12.135665)
263631697,-12.1338917,-77.0204271,motorway_junction,3,2,,,POINT (-77.0204271 -12.1338917)
263632236,-12.1227591,-77.0218077,,3,,,,POINT (-77.0218077 -12.1227591)
263632237,-12.1232158,-77.0211331,,4,,,,POINT (-77.0211331 -12.1232158)
263632238,-12.1232937,-77.021014,,4,,,,POINT (-77.021014 -12.1232937)
263632240,-12.1237355,-77.0203719,,4,,,,POINT (-77.0203719 -12.1237355)
263632243,-12.1241466,-77.0196428,,4,,,,POINT (-77.0196428 -12.1241466)
263632246,-12.1243725,-77.0190043,,4,,,,POINT (-77.0190043 -12.1243725)
263632376,-12.1225605,-77.0237292,,3,,,,POINT (-77.0237292 -12.1225605)
263632379,-12.1239989,-77.0216745,,4,,,,POINT (-77.0216745 -12.1239989)
263632382,-12.1245861,-77.021146,,3,,,,POINT (-77.021146 -12.1245861)
263632562,-12.1250309,-77.0225369,,4,,,,POINT (-77.0225369 -12.1250309)
263632563,-12.1249278,-77.0226333,,4,,,,POINT (-77.0226333 -12.1249278)
263632564,-12.1245741,-77.0229628,,3,,,,POINT (-77.0229628 -12.1245741)
263632612,-12.1245294,-77.0241287,,3,,,,POINT (-77.0241287 -12.1245294)
263632891,-12.1224247,-77.0204107,,4,,,,POINT (-77.0204107 -12.1224247)
263632892,-12.1222917,-77.0203184,,4,,,,POINT (-77.0203184 -12.1222917)
263632893,-12.1214102,-77.0197066,,4,,,,POINT (-77.0197066 -12.1214102)
263633258,-12.1213265,-77.0198269,,4,,,,POINT (-77.0198269 -12.1213265)
263633261,-12.1206741,-77.0190717,,3,,,,POINT (-77.0190717 -12.1206741)
263633672,-12.120401,-77.0211927,,4,,,,POINT (-77.0211927 -12.120401)
263633673,-12.1218932,-77.019005,,3,,,,POINT (-77.019005 -12.1218932)
263633674,-12.1208755,-77.0205019,,3,,,,POINT (-77.0205019 -12.1208755)
263633675,-12.1207259,-77.0207168,,3,,,,POINT (-77.0207168 -12.1207259)
263633679,-12.1201834,-77.0221576,,3,,,,POINT (-77.0221576 -12.1201834)
263633924,-12.1203059,-77.019982,,3,,,,POINT (-77.019982 -12.1203059)
263633925,-12.1201672,-77.0197717,,3,,,,POINT (-77.0197717 -12.1201672)
263633927,-12.1198849,-77.0191254,,3,,,,POINT (-77.0191254 -12.1198849)
263634419,-12.1227629,-77.0196421,,4,,,,POINT (-77.0196421 -12.1227629)
263634420,-12.1228797,-77.019729,,4,,,,POINT (-77.019729 -12.1228797)
263634424,-12.1246679,-77.0208947,,3,,,,POINT (-77.0208947 -12.1246679)
263634498,-12.1248067,-77.0211405,,3,,,,POINT (-77.0211405 -12.1248067)
263634587,-12.1252305,-77.0189792,,3,,,,POINT (-77.0189792 -12.1252305)
263634771,-12.1232144,-77.0190382,,5,,,,POINT (-77.0190382 -12.1232144)
263634773,-12.1254428,-77.020214,,3,,,,POINT (-77.020214 -12.1254428)
263634838,-12.1256456,-77.0189671,,3,,,,POINT (-77.0189671 -12.1256456)
263635133,-12.1230794,-77.0190037,,3,,,,POINT (-77.0190037 -12.1230794)
263635519,-12.1315789,-77.0189599,,3,,,,POINT (-77.0189599 -12.1315789)
263635520,-12.1312369,-77.0191291,,3,,,,POINT (-77.0191291 -12.1312369)
263635521,-12.1292175,-77.020174,,5,,,,POINT (-77.020174 -12.1292175)
263635522,-12.127982,-77.0208004,,4,,,,POINT (-77.0208004 -12.127982)
263635523,-12.1268522,-77.0213579,,6,,,,POINT (-77.0213579 -12.1268522)
263635939,-12.1337992,-77.0178808,,4,,,,POINT (-77.0178808 -12.1337992)
263635941,-12.1322216,-77.0179669,,3,,,,POINT (-77.0179669 -12.1322216)
263635942,-12.1312095,-77.0179957,,3,,,,POINT (-77.0179957 -12.1312095)
263635943,-12.1291643,-77.0180406,,3,,,,POINT (-77.0180406 -12.1291643)
263635944,-12.128576,-77.0180559,,3,,,,POINT (-77.0180559 -12.128576)
263635945,-12.1275874,-77.0180815,,3,,,,POINT (-77.0180815 -12.1275874)
263636153,-12.1271367,-77.0223602,,3,,,,POINT (-77.0223602 -12.1271367)
263636154,-12.1268182,-77.0202276,,4,,,,POINT (-77.0202276 -12.1268182)
263636155,-12.1267764,-77.018934,,3,,,,POINT (-77.018934 -12.1267764)
263636369,-12.1335649,-77.0192577,,4,,,,POINT (-77.0192577 -12.1335649)
263636370,-12.1329118,-77.0196062,,3,,,,POINT (-77.0196062 -12.1329118)
263636371,-12.13213,-77.0199958,,3,,,,POINT (-77.0199958 -12.13213)
263636372,-12.1316889,-77.0202063,,4,,,,POINT (-77.0202063 -12.1316889)
263636373,-12.1309756,-77.0204634,,3,,,,POINT (-77.0204634 -12.1309756)
263636374,-12.1292403,-77.0210881,,4,,,,POINT (-77.0210881 -12.1292403)
263636375,-12.1280388,-77.0214843,,4,,,,POINT (-77.0214843 -12.1280388)
263636652,-12.1281513,-77.0221015,,4,,,,POINT (-77.0221015 -12.1281513)
263636655,-12.1276502,-77.0202108,,4,,,,POINT (-77.0202108 -12.1276502)
263636656,-12.1276047,-77.0189097,,4,,,,POINT (-77.0189097 -12.1276047)
263636872,-12.1292587,-77.0218263,,3,,,,POINT (-77.0218263 -12.1292587)
263636874,-12.1312489,-77.0211807,,4,,,,POINT (-77.0211807 -12.1312489)
263636878,-12.1324535,-77.0206719,,4,,,,POINT (-77.0206719 -12.1324535)
263637026,-12.1292005,-77.0194932,,4,,,,POINT (-77.0194932 -12.1292005)
263637028,-12.1291848,-77.0188635,,4,,,,POINT (-77.0188635 -12.1291848)
263637111,-12.1276325,-77.0195506,,3,,,,POINT (-77.0195506 -12.1276325)
263637592,-12.1304307,-77.0188271,,4,,,,POINT (-77.0188271 -12.1304307)
263637960,-12.131229,-77.0188037,,3,,,,POINT (-77.0188037 -12.131229)
263638221,-12.1315388,-77.0218973,,3,,,,POINT (-77.0218973 -12.1315388)
263638414,-12.1333544,-77.0187819,,3,,,,POINT (-77.0187819 -12.1333544)
263640435,-12.1347311,-77.0220501,,3,,,,POINT (-77.0220501 -12.1347311)
263640436,-12.1343621,-77.0213949,motorway_junction,3,,,,POINT (-77.0213949 -12.1343621)
263640458,-12.1342732,-77.0200443,,3,,,,POINT (-77.0200443 -12.1342732)
263641100,-12.1356401,-77.0191206,,3,,,,POINT (-77.0191206 -12.1356401)
263641105,-12.1373485,-77.0183186,,3,,,,POINT (-77.0183186 -12.1373485)
263641107,-12.1382612,-77.0179947,,3,,,,POINT (-77.0179947 -12.1382612)
263642540,-12.1422916,-77.026257,,3,,,,POINT (-77.026257 -12.1422916)
263642745,-12.1339382,-77.0267034,,4,,,,POINT (-77.0267034 -12.1339382)
263642746,-12.1331692,-77.0276349,,4,,,,POINT (-77.0276349 -12.1331692)
263642917,-12.1331154,-77.0277034,,4,,,,POINT (-77.0277034 -12.1331154)
263642918,-12.1325719,-77.0284365,,4,,,,POINT (-77.0284365 -12.1325719)
263922795,-12.123245,-77.0137218,,4,,,,POINT (-77.0137218 -12.123245)
263922796,-12.123245,-77.0130523,,3,,,,POINT (-77.0130523 -12.123245)
263922827,-12.1231481,-77.0128771,,4,,,,POINT (-77.0128771 -12.1231481)
263922828,-12.1230939,-77.013058,,4,,,,POINT (-77.013058 -12.1230939)
263922829,-12.1231031,-77.0137249,,4,,,,POINT (-77.0137249 -12.1231031)
263922830,-12.123126,-77.0146206,,4,,,,POINT (-77.0146206 -12.123126)
263922831,-12.1231458,-77.015905,,4,,,,POINT (-77.015905 -12.1231458)
263922937,-12.1206127,-77.0172828,,4,,,,POINT (-77.0172828 -12.1206127)
263922938,-12.1206016,-77.0159706,,4,,,,POINT (-77.0159706 -12.1206016)
263922939,-12.1205596,-77.0146573,,4,,,,POINT (-77.0146573 -12.1205596)
263922940,-12.1205428,-77.0137733,,4,,,,POINT (-77.0137733 -12.1205428)
263922941,-12.120533,-77.0132634,,4,,,,POINT (-77.0132634 -12.120533)
263922944,-12.1196305,-77.0115346,,4,,,,POINT (-77.0115346 -12.1196305)
263922946,-12.1185961,-77.0099684,,4,,,,POINT (-77.0099684 -12.1185961)
263922949,-12.1177936,-77.0087371,,4,,,,POINT (-77.0087371 -12.1177936)
263922985,-12.1176834,-77.0088144,,4,,,,POINT (-77.0088144 -12.1176834)
263922987,-12.1177237,-77.0088943,traffic_signals,3,,,,POINT (-77.0088943 -12.1177237)
263922988,-12.118483,-77.0100521,,4,,,,POINT (-77.0100521 -12.118483)
263922990,-12.1195015,-77.0116181,,4,,,,POINT (-77.0116181 -12.1195015)
263922994,-12.1203918,-77.0137819,,4,,,,POINT (-77.0137819 -12.1203918)
263922995,-12.120417,-77.0146659,,4,,,,POINT (-77.0146659 -12.120417)
263922996,-12.1204437,-77.0159791,,4,,,,POINT (-77.0159791 -12.1204437)
263922997,-12.1204757,-77.0172838,,4,,,,POINT (-77.0172838 -12.1204757)
263923079,-12.1207314,-77.0131198,,3,,,,POINT (-77.0131198 -12.1207314)
263923081,-12.1218751,-77.0130815,,4,,,,POINT (-77.0130815 -12.1218751)
263923083,-12.1242603,-77.0130351,,5,,,,POINT (-77.0130351 -12.1242603)
263923085,-12.1252389,-77.0130071,,3,,,,POINT (-77.0130071 -12.1252389)
263923086,-12.1270107,-77.0129501,traffic_signals,4,,,,POINT (-77.0129501 -12.1270107)
263923136,-12.1219087,-77.0129287,,4,,,,POINT (-77.0129287 -12.1219087)
263923137,-12.124168,-77.0128635,traffic_signals,4,,,,POINT (-77.0128635 -12.124168)
263923138,-12.1243107,-77.0128635,traffic_signals,4,,,,POINT (-77.0128635 -12.1243107)
263923139,-12.1252673,-77.0128377,,3,,,,POINT (-77.0128377 -12.1252673)
263923140,-12.1263431,-77.012831,,3,,,,POINT (-77.012831 -12.1263431)
263923173,-12.1218352,-77.014623,,3,,,,POINT (-77.014623 -12.1218352)
263923193,-12.1214156,-77.0146402,,3,,,,POINT (-77.0146402 -12.1214156)
263923195,-12.1262961,-77.0136652,,3,,,,POINT (-77.0136652 -12.1262961)
263923196,-12.1259303,-77.0136698,,3,,,,POINT (-77.0136698 -12.1259303)
263923197,-12.1252432,-77.0136772,,3,,,,POINT (-77.0136772 -12.1252432)
263923198,-12.1242683,-77.013703,,3,,,,POINT (-77.013703 -12.1242683)
263923200,-12.1232617,-77.0146144,,3,,,,POINT (-77.0146144 -12.1232617)
263923201,-12.1222715,-77.0146144,,3,,,,POINT (-77.0146144 -12.1222715)
263923220,-12.1214489,-77.0159358,,3,,,,POINT (-77.0159358 -12.1214489)
263923222,-12.1214619,-77.0172653,,3,,,,POINT (-77.0172653 -12.1214619)
263923244,-12.1223059,-77.0159323,,3,,,,POINT (-77.0159323 -12.1223059)
263923245,-12.1223222,-77.0172428,,3,,,,POINT (-77.0172428 -12.1223222)
263923257,-12.1232785,-77.0159019,,3,,,,POINT (-77.0159019 -12.1232785)
263923288,-12.1233131,-77.0172183,,3,,,,POINT (-77.0172183 -12.1233131)
263923289,-12.1219657,-77.0172618,,3,,,,POINT (-77.0172618 -12.1219657)
263923290,-12.1218217,-77.0172706,,3,,,,POINT (-77.0172706 -12.1218217)
263923294,-12.1218378,-77.0182219,,3,,,,POINT (-77.0182219 -12.1218378)
263923297,-12.1219815,-77.0182186,,3,,,,POINT (-77.0182186 -12.1219815)
263923326,-12.1253126,-77.0173291,,3,,,,POINT (-77.0173291 -12.1253126)
263923327,-12.1252958,-77.0160014,,3,,,,POINT (-77.0160014 -12.1252958)
263923361,-12.1259616,-77.0146391,,3,,,,POINT (-77.0146391 -12.1259616)
263923374,-12.1263141,-77.0146311,,3,,,,POINT (-77.0146311 -12.1263141)
263923380,-12.1257418,-77.0146454,,1,,,,POINT (-77.0146454 -12.1257418)
263923381,-12.1268723,-77.0146379,,3,,,,POINT (-77.0146379 -12.1268723)
263923721,-12.1193092,-77.0138076,,3,,,,POINT (-77.0138076 -12.1193092)
263923722,-12.1187645,-77.0138143,,3,,,,POINT (-77.0138143 -12.1187645)
263923724,-12.1175845,-77.0139847,,3,,,,POINT (-77.0139847 -12.1175845)
263923725,-12.1193237,-77.0147001,,4,,,,POINT (-77.0147001 -12.1193237)
263923732,-12.1186677,-77.0160191,,3,,,,POINT (-77.0160191 -12.1186677)
263923736,-12.1193658,-77.0172924,,3,,,,POINT (-77.0172924 -12.1193658)
263923737,-12.1187082,-77.0173181,,3,,,,POINT (-77.0173181 -12.1187082)
263923753,-12.1193552,-77.0166706,,3,,,,POINT (-77.0166706 -12.1193552)
263923754,-12.1193342,-77.015344,,3,,,,POINT (-77.015344 -12.1193342)
263923787,-12.1204517,-77.0166495,,3,,,,POINT (-77.0166495 -12.1204517)
263923793,-12.1204261,-77.0153011,,3,,,,POINT (-77.0153011 -12.1204261)
263923808,-12.1187414,-77.0132068,,3,,,,POINT (-77.0132068 -12.1187414)
263923809,-12.1187346,-77.0126722,,3,,,,POINT (-77.0126722 -12.1187346)
263923810,-12.1187263,-77.0119975,,4,,,,POINT (-77.0119975 -12.1187263)
263923815,-12.1175041,-77.0098841,,3,,,,POINT (-77.0098841 -12.1175041)
263924255,-12.1186841,-77.0163645,,3,,,,POINT (-77.0163645 -12.1186841)
263924257,-12.1185079,-77.01568,,3,,,,POINT (-77.01568 -12.1185079)
263924258,-12.1180808,-77.0148849,,3,,,,POINT (-77.0148849 -12.1180808)
263924259,-12.1177278,-77.0142528,,3,,,,POINT (-77.0142528 -12.1177278)
263924263,-12.116072,-77.0137623,,3,,,,POINT (-77.0137623 -12.116072)
263924515,-12.1160772,-77.0138648,,3,,,,POINT (-77.0138648 -12.1160772)
263924520,-12.1176225,-77.014314,,4,,,,POINT (-77.014314 -12.1176225)
263924525,-12.1185681,-77.0163659,,4,,,,POINT (-77.0163659 -12.1185681)
263924735,-12.1164345,-77.0114325,,3,,,,POINT (-77.0114325 -12.1164345)
263924800,-12.1178579,-77.0125311,,3,,,,POINT (-77.0125311 -12.1178579)
263924915,-12.1173914,-77.0128725,,4,,,,POINT (-77.0128725 -12.1173914)
263924919,-12.1160364,-77.0130781,,3,,,,POINT (-77.0130781 -12.1160364)
263925188,-12.1175399,-77.0130676,,3,,,,POINT (-77.0130676 -12.1175399)
263925192,-12.1160549,-77.0108423,,3,,,,POINT (-77.0108423 -12.1160549)
263925602,-12.1169184,-77.0164844,,3,,,,POINT (-77.0164844 -12.1169184)
263925604,-12.1162636,-77.0165664,,3,,,,POINT (-77.0165664 -12.1162636)
263925605,-12.1160942,-77.0165923,,4,,,,POINT (-77.0165923 -12.1160942)
263925608,-12.1146707,-77.0167955,,3,,,,POINT (-77.0167955 -12.1146707)
263926090,-12.1162278,-77.0160767,,3,,,,POINT (-77.0160767 -12.1162278)
263926091,-12.1160673,-77.0160925,,3,,,,POINT (-77.0160925 -12.1160673)
263926092,-12.115503,-77.0161362,,3,,,,POINT (-77.0161362 -12.115503)
263926093,-12.1153241,-77.0161479,,3,,,,POINT (-77.0161479 -12.1153241)
263926094,-12.1146173,-77.0162048,crossing,4,,,,POINT (-77.0162048 -12.1146173)
263926095,-12.1137188,-77.0162695,,3,,,,POINT (-77.0162695 -12.1137188)
263926096,-12.1128972,-77.0163355,traffic_signals,4,,,,POINT (-77.0163355 -12.1128972)
263926097,-12.1127722,-77.0163422,traffic_signals,4,,,,POINT (-77.0163422 -12.1127722)
263926098,-12.111766,-77.0164008,,3,,,,POINT (-77.0164008 -12.111766)
263926099,-12.1107479,-77.0164689,,3,,,,POINT (-77.0164689 -12.1107479)
263926100,-12.1097268,-77.0165295,,3,,,,POINT (-77.0165295 -12.1097268)
263926106,-12.1074968,-77.0160376,traffic_signals,4,,,,POINT (-77.0160376 -12.1074968)
263926107,-12.107412,-77.0159421,traffic_signals,3,,,,POINT (-77.0159421 -12.107412)
263926328,-12.1161941,-77.0155378,,3,,,,POINT (-77.0155378 -12.1161941)
263926329,-12.1161233,-77.0145394,,3,,,,POINT (-77.0145394 -12.1161233)
263926337,-12.1150655,-77.0123834,,3,,,,POINT (-77.0123834 -12.1150655)
263926338,-12.1131328,-77.0125287,,3,,,,POINT (-77.0125287 -12.1131328)
263926339,-12.1126461,-77.0125717,,3,,,,POINT (-77.0125717 -12.1126461)
263926465,-12.1147147,-77.0112466,,3,,,,POINT (-77.0112466 -12.1147147)
263926753,-12.1145169,-77.0148654,,3,,,,POINT (-77.0148654 -12.1145169)
263926754,-12.1147459,-77.0178417,,3,,,,POINT (-77.0178417 -12.1147459)
263926863,-12.1129487,-77.0170667,,3,,,,POINT (-77.0170667 -12.1129487)
263927021,-12.1161587,-77.0176426,,4,,,,POINT (-77.0176426 -12.1161587)
263927053,-12.117012,-77.0174892,,4,,,,POINT (-77.0174892 -12.117012)
263928367,-12.1128026,-77.0149974,,3,,,,POINT (-77.0149974 -12.1128026)
263928369,-12.112713,-77.0137143,,3,,,,POINT (-77.0137143 -12.112713)
263928370,-12.1126234,-77.0121737,traffic_signals,4,,,,POINT (-77.0121737 -12.1126234)
263928371,-12.1126125,-77.0119966,traffic_signals,4,,,,POINT (-77.0119966 -12.1126125)
263928374,-12.1124256,-77.009636,,3,,,,POINT (-77.009636 -12.1124256)
263928376,-12.1122918,-77.0077039,,3,,,,POINT (-77.0077039 -12.1122918)
263928377,-12.1122613,-77.0072914,,4,,,,POINT (-77.0072914 -12.1122613)
263928378,-12.112248,-77.0071234,,4,,,,POINT (-77.0071234 -12.112248)
263928380,-12.1121859,-77.0060623,,3,,,,POINT (-77.0060623 -12.1121859)
263928382,-12.1121556,-77.0055456,,3,,,,POINT (-77.0055456 -12.1121556)
263928384,-12.112017,-77.0034153,,5,,,,POINT (-77.0034153 -12.112017)
263928386,-12.1118065,-77.000307,traffic_signals,4,,,,POINT (-77.000307 -12.1118065)
263928959,-12.1116668,-77.0003276,traffic_signals,4,,,,POINT (-77.0003276 -12.1116668)
263928962,-12.1118961,-77.0034342,,4,,,,POINT (-77.0034342 -12.1118961)
263928966,-12.1123158,-77.0096389,,4,,,,POINT (-77.0096389 -12.1123158)
263928968,-12.1124563,-77.0121186,traffic_signals,4,,,,POINT (-77.0121186 -12.1124563)
263928969,-12.1124685,-77.0122922,traffic_signals,4,,,,POINT (-77.0122922 -12.1124685)
263928971,-12.1125587,-77.0134829,,3,,,,POINT (-77.0134829 -12.1125587)
263928974,-12.1128149,-77.0171042,,4,,,,POINT (-77.0171042 -12.1128149)
263930012,-12.1136399,-77.0149324,,3,,,,POINT (-77.0149324 -12.1136399)
263930592,-12.1118153,-77.017163,,4,,,,POINT (-77.017163 -12.1118153)
263930662,-12.1107975,-77.0172405,,4,,,,POINT (-77.0172405 -12.1107975)
263930719,-12.1097775,-77.0173141,,4,,,,POINT (-77.0173141 -12.1097775)
263930777,-12.1087564,-77.0173911,,3,,,,POINT (-77.0173911 -12.1087564)
